"RelativePath","SizeKB","LastWriteTime"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\01101111010101100011000079a339447cb975a9db3f89cce2.lance","33,69","14/04/2026 12:19:17"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\01101111011010001010110087926f4facabcad9a410922f3d.lance","12,86","14/04/2026 12:18:13"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\01101111100000111100101010923848b68e43c0c95e89e7d8.lance","8,92","14/04/2026 11:26:49"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\0111000001000001011000000502f44875b7cbc6b6ef9e543d.lance","3,17","14/04/2026 11:08:58"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\011100000100100101011111cfca984f80b554050cb39be2ee.lance","14,74","14/04/2026 12:18:14"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\011100010111011011100001e40fb34ae4a94fa4d6b5fc4c2f.lance","16,61","14/04/2026 11:17:51"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\011100101010101110111101bea65b4bac9a3ab25c3c3abe11.lance","3,17","14/04/2026 11:10:13"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\011100101100101011011011e44dcf43ffb7608eafe2422324.lance","22,31","14/04/2026 11:10:59"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\011100101101010111110101eb65ec4b218641911ed078eda2.lance","16,61","14/04/2026 12:11:20"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\0111010000110000101010010257d74cadbc00f195148fae06.lance","14,61","14/04/2026 11:13:02"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\011101000111100111001010782e0147dfaa0a83e12d785a08.lance","6,99","14/04/2026 11:13:32"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\0111010010010110000011014c214e42cbac9bceb90e541c67.lance","16,8","14/04/2026 11:11:27"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\0111010010100100110000003d8c6042eb9a3ec49377e1a5c5.lance","10,92","14/04/2026 12:18:13"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\01110100110100011111100079f8cd42f48f388f7d6bef883f.lance","7,05","14/04/2026 12:17:20"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\0111010011011111101101108e0fad4e1ea6bb226c9b3f5a6f.lance","14,8","14/04/2026 12:15:58"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\0111010011111100000110000759f2477d9bb4916315d6494e.lance","26,49","14/04/2026 12:18:03"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\011101010000000000100000b5594240998d0c4652e3ddd29e.lance","5,11","14/04/2026 12:12:20"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\011101011011001001011001e19ff444edb85ee91281a4d10c.lance","7,11","14/04/2026 11:21:10"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\011101100010000001110111014f534b68816c37342c91c445.lance","5,17","14/04/2026 11:12:09"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\011101100011011100010100ea96344d54aa9867289b5e9dfb.lance","55,94","14/04/2026 11:11:57"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\011101101010010111110100cdc2ad480fba861392426aa688.lance","12,92","14/04/2026 12:16:25"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\011101111001000011110011d2420444d18a3e712afa6c735e.lance","7,05","14/04/2026 11:12:09"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\0111011111111110011111015bfbce456d83e5298fb8b300e1.lance","55,19","14/04/2026 12:19:01"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\011110000110100101101010a38cd04f129a36e1b5d36f3fcd.lance","7,05","14/04/2026 11:09:15"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\011110001011000100101000c1b7334108937a1e005ee8707e.lance","54,94","14/04/2026 11:21:05"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\0111100011011010100111115d67664a5ebb676947f827e829.lance","14,74","14/04/2026 12:15:48"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\0111100100010111111100012707c14c6bb16b49d39698de10.lance","132,88","14/04/2026 11:10:12"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\011110010100101000101000c55e194f23948dafacc305599a.lance","3,24","14/04/2026 11:14:18"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\01111001011001000111010003cb6c4382b0995133dfb4fc3f.lance","7,05","14/04/2026 11:06:26"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\011110011001111101010001505ded40808e7b5b0bbe7fe1e0.lance","21,05","14/04/2026 11:19:59"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\011110011011010000101100d930f748ebb8a85fbe6d518188.lance","3,17","14/04/2026 11:24:36"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\01111001110100111111100076fd0f4782af7a62d426f0959a.lance","32,88","14/04/2026 11:12:54"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\011110011111001100011001e110174d38a5300985152c9c85.lance","63,56","14/04/2026 12:19:06"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\011110100001111100010011d715bc4207a646e29cfddcc8c2.lance","7,05","14/04/2026 11:19:45"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\011110100011000001101111ef06b84bdb9ac197784dd9e55b.lance","57,12","14/04/2026 11:24:17"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\0111101010010011100001014b6c1b47d7b39ec89510419df4.lance","18,8","14/04/2026 11:23:52"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\011110101100101100000001bdf3c042d7a82f6ee626ad9202.lance","77,25","14/04/2026 11:12:25"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\01111100011111100001101131611b4650ab33ad32ebfb2b65.lance","3,17","14/04/2026 12:17:25"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\011111001000010011010111bdee5d4e009b0b8d00ce524cb8.lance","32,19","14/04/2026 11:25:45"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\0111110101000111110011107179454c60868cae3691bae049.lance","10,86","14/04/2026 12:18:32"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\011111010101110001101010b37ebc4e5e9ef6709df586d104.lance","34,56","14/04/2026 12:11:29"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\011111011000100101011011bc51fc47ba85d3e35b311e8ea3.lance","3,17","14/04/2026 11:26:47"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\011111011001000010000001eaa0b541f4a1b8f59b2cc2607b.lance","8,92","14/04/2026 11:13:20"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\01111101111011010001110190154d453c8ab9b8882699013b.lance","30,37","14/04/2026 11:18:32"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\011111100001111101100001ca57074224a1c7c279ffc51540.lance","16,92","14/04/2026 11:09:07"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\011111100011001101011010ffc2a245e187c0cd66cf6396f2.lance","49,62","14/04/2026 11:19:15"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\011111100101111010110001ac7e76439a931d1a48b6eb175b.lance","50,62","14/04/2026 11:09:57"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\011111101001010011010100ab7db9436e8f01d10879acfa0b.lance","50,25","14/04/2026 12:20:30"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\011111101010110001001100928c4545c6932e18d4ef9769e0.lance","9,11","14/04/2026 12:11:14"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\01111111011010011001111057386f4c0d977c01abab413965.lance","5,11","14/04/2026 11:08:28"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\0111111110001011111101104dc0184c47a7201f87e540e05d.lance","8,92","14/04/2026 12:16:54"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\011111111000111111101010354a294694ba3917474a4dbfbf.lance","6,99","14/04/2026 12:08:01"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\011111111101010111101011dab9924f73b81a0feec2c36170.lance","14,42","14/04/2026 11:12:00"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\1000000000000101011101001c9ea64d149b852cdb8c90548a.lance","22,31","14/04/2026 12:10:33"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\10000000001111010111010152a70e4814bcb6df4a47ee1349.lance","22,99","14/04/2026 12:19:58"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\1000000001011001101010114969f14daf866c3176aa217e66.lance","19,18","14/04/2026 12:12:33"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\10000000011110010000100071284f4f49ad2f75d885c306f6.lance","22,87","14/04/2026 11:11:25"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\1000000010010111000001112af91c454c820ed5f02825886c.lance","37,69","14/04/2026 11:16:41"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\1000000010101100111100016ff52d45bfb04cbd43b2813474.lance","28,62","14/04/2026 12:19:52"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\100000001011001011100010523af246a09ebc09a8c585efde.lance","22,93","14/04/2026 12:10:08"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\1000000100001100110011007f40604e149858c0f484b6291b.lance","19,74","14/04/2026 12:15:52"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\100000011101100101010101aad41249a994546d3d3f64527f.lance","14,74","14/04/2026 12:11:16"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\10000010010011011011010084bf62440e8373225d8ef0f267.lance","5,17","14/04/2026 12:08:02"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\100000101001000011001010a0a8564a6c8211f998fd0c0a7a.lance","19,18","14/04/2026 11:12:19"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\100000110100010100001011a9f1e64deb8ccc09be10db6202.lance","10,99","14/04/2026 11:11:16"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\1000001110100001111000001783d04510b40cd948ed9e3bf1.lance","16,86","14/04/2026 12:08:41"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\1000001111010010000000007f94ad49e0bebc4f88db67c80d.lance","14,8","14/04/2026 12:20:36"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\1000010000110111101101109379ea4a74884f38436550439e.lance","14,8","14/04/2026 12:11:33"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\100001000111011011000000cfe613463bb50d549616b28b81.lance","28,62","14/04/2026 11:19:44"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\10000100011111000111101051a42642c3a744b5d4a0f806c8.lance","12,92","14/04/2026 11:11:13"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\1000010010011110001100108863db4c01a81ab0b3d0212f2b.lance","28,62","14/04/2026 11:12:30"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\100001001010000111000110dadb2149b8847d3c3b74124559.lance","10,99","14/04/2026 11:09:26"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\100001001110000101011100d1c4a042d493eef77bfeb39fc5.lance","5,24","14/04/2026 11:14:18"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\10000101000001011110110149937746b0b90493c90d96ad89.lance","50,62","14/04/2026 12:16:27"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\100001010011010000000100972b1b4d1d833a26f93ca62f62.lance","129","14/04/2026 12:16:14"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\100001010111110001000001c4ae804af69c5ae0ee7c8858ab.lance","3,17","14/04/2026 11:21:15"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\10000101111101110000001179bf764492939149896d8c4ccf.lance","5,24","14/04/2026 11:21:11"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\100001011111011111011001605ee24d8bac19cf15aac7a7e2.lance","16,74","14/04/2026 11:18:28"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\100001011111111101111001c0d93545008d88489d43f08965.lance","28,62","14/04/2026 12:15:37"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\100001100100001001000010d3a6384c099728feae52fdf0e5.lance","21,05","14/04/2026 11:09:24"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\10000110011011111010111044a041451aace028a09802612a.lance","7,05","14/04/2026 12:12:25"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\100001110010111110110111d0b6db46aa9998fcc035d8aac2.lance","5,17","14/04/2026 11:08:59"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\10000111001110100000001051525e4081a5bcc9ac29faede5.lance","14,74","14/04/2026 11:09:52"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\100001110101100100100010fd24184d68a06894c3a4e2ae8c.lance","19,18","14/04/2026 12:19:39"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\100001110110100101000001ceffeb4f7b96bc32e3527c8e73.lance","3,17","14/04/2026 11:10:33"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\100001110110111110101011504d7a427283a960cc2169c5c8.lance","91,5","14/04/2026 11:16:12"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\100001111000110111001101417a1a4973a24484535cf1dbb1.lance","28,06","14/04/2026 11:14:14"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\100001111010100111011010a360fe43d89500a661370cde04.lance","14,55","14/04/2026 11:13:04"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\100001111010111111100110279bbf4b0fac985719c6c4c7f8.lance","8,86","14/04/2026 11:10:52"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\10000111101100111111001094ecb5490ca1adcd317e2e5e42.lance","59","14/04/2026 12:18:53"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\10001000000110001101101141bf65430784e26bea99ec4fdf.lance","5,05","14/04/2026 12:11:35"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\1000100001001111010101003c01bd4bb49c03780b6a2c8b46.lance","8,92","14/04/2026 11:12:48"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\100010000101111010100000ad629f4401b4ad815210f1eed9.lance","54,94","14/04/2026 12:19:04"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\10001000110011010100110039211748e8b840fe6cda816681.lance","8,99","14/04/2026 12:11:34"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\100010001110011111111011148cda410481186a8f2ded4522.lance","22,68","14/04/2026 12:20:35"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\100010010011111010000011c5957c4c5f9185c25e2ce9369d.lance","89,81","14/04/2026 11:20:28"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\100010010100010111101110b52de64678a3b5b98f76a51665.lance","26,68","14/04/2026 11:17:13"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\1000100101101110101100110b68ad4ae3baf242e36bae916a.lance","32,38","14/04/2026 11:10:16"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\100010011000110010010000d58c8b4e2bacdbc1963fbcf3c3.lance","7,05","14/04/2026 12:08:01"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\100010100001001010101011430b544a5190fab7097ec16876.lance","21,05","14/04/2026 11:09:27"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\100010100110111010111000210c6649a0a951acb5d1087925.lance","34,06","14/04/2026 12:17:30"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\1000101011000011011110012ee16941b8865c9d4ca2d23d9e.lance","22,68","14/04/2026 11:25:26"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\10001011000001101011100102cf3b46a884b870e2ff2f7e22.lance","14,74","14/04/2026 12:20:31"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\100010110011001000100010d58d1741098bf81a4fe210f9dc.lance","13,3","14/04/2026 11:09:26"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\100010110111110001110010616b614e0a9ba04ef07edff5bf.lance","6,99","14/04/2026 11:19:27"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\100011000000101110111000d678fe4800ad9f51acc669267e.lance","20,99","14/04/2026 11:22:17"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\100011000011011001000000fa665a4167ad30e2d5459030b4.lance","132,88","14/04/2026 11:13:30"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\10001100001110100111001114b336435495be9afc2c3e4e74.lance","10,92","14/04/2026 12:11:17"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\100011000100010001000110f283574de9bcdb3c7a358daaf5.lance","14,55","14/04/2026 12:20:39"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\100011000101011010001010e475264adbaded91c941ab754b.lance","20,87","14/04/2026 12:12:07"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\1000110001111011001001000ccc084d13a13f6336d0dc33f7.lance","31,88","14/04/2026 11:26:37"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\10001100101000001110000198fa854f80bace401522b08331.lance","3,17","14/04/2026 12:15:45"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\100011010111110000100111fa13884d57bd0b4616280f2cb0.lance","3,11","14/04/2026 12:21:14"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\10001101100011110001101199961b44a0bed2eeb17ac78186.lance","40","14/04/2026 12:20:08"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\10001101100100110110110057517a4d41a81037a6459f151f.lance","35,81","14/04/2026 11:10:50"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\100011011110010111101001660c0a49d5a84caa1f7d342b1a.lance","3,24","14/04/2026 11:21:12"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\1000110111101111111100010c70484d9fbda051b899ba87fe.lance","16,55","14/04/2026 12:18:04"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\1000110111110011001100017f19464022b4549c5e04fbe3fa.lance","30,56","14/04/2026 11:11:06"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\1000111000001110110110114f742b486eb8aafe312e48c7e9.lance","35,81","14/04/2026 12:17:40"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\100011100001111010110000e31b0a4c1eb564e85001244309.lance","3,17","14/04/2026 11:23:40"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\100011100011000010000000f85ea64951ab96098b8defad01.lance","26,99","14/04/2026 12:19:50"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\100011101000110100010101194917470493b1125b4c2aa357.lance","65,69","14/04/2026 12:12:27"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\10001110110110110000001063e55440f19663020cd351aa56.lance","20,62","14/04/2026 11:12:02"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\10001111000001111001001069939142bab29d4cb66827d575.lance","28,62","14/04/2026 11:08:27"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\1000111100011100111100112f636e4810814f7b2a9630b250.lance","3,17","14/04/2026 12:20:10"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\1000111100100001010011111d5ac0430480ff4423356bb780.lance","5,17","14/04/2026 12:17:45"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\100011110011000010111110eb78194ea5a96e58d279824b1b.lance","24,68","14/04/2026 11:10:05"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\1000111100111011111000112d08d94348afd41a8c29576881.lance","10,67","14/04/2026 11:24:08"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\1000111101101100101010118783454ee0a9f2833944c98fd4.lance","5,17","14/04/2026 12:19:33"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\10001111100001101011111070922f4b36b6c69f737ef4a858.lance","9,11","14/04/2026 12:18:08"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\100011111000101100011010b9cd124695a657ef7b70a838a4.lance","10,99","14/04/2026 11:19:58"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\10001111101000100100010144376b46bd966f7d7ad1381af7.lance","20,55","14/04/2026 12:11:40"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\100011111100100010000000beda974ce8b772afef4c69a609.lance","31,88","14/04/2026 11:13:17"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\1000111111010111001010105f527d470a85dbc3e37c504ba9.lance","20,8","14/04/2026 12:19:41"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\10010000001010111000100015c0d543978d8fbdea85c4253f.lance","12,92","14/04/2026 12:11:11"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\1001000000101101100001115d970d41ab985a1016048ac51e.lance","20,8","14/04/2026 11:11:21"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\1001000001110100011111011966274de79a63abfebed4d536.lance","24,68","14/04/2026 12:09:45"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\1001000010000001010101001240dd4bcb8071ee087f5e3008.lance","16,92","14/04/2026 11:07:58"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\100100001000011011111010e1484342b1a396440472a1df19.lance","3,17","14/04/2026 11:12:39"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\100100001010100001110111d9d8c74b09ba1820b4f1c6887f.lance","3,17","14/04/2026 12:12:54"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\1001000011001110111111114000894110ac4aed4f969483bc.lance","24,68","14/04/2026 11:12:55"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\10010000110101111000100025e8e940d2988621e9fde7189a.lance","38,62","14/04/2026 11:09:39"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\100100010100011011111111e1686c489291a3ef95b648457d.lance","5,17","14/04/2026 12:20:58"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\10010001011101111100000145b78e457b8c420979d5dea49c.lance","64,31","14/04/2026 12:10:07"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\100100011001110100001011841b694b469148e0795f18f4fe.lance","6,99","14/04/2026 11:06:25"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\10010001110110101001010174fde64fbea3f5549bf403f499.lance","67","14/04/2026 11:11:35"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\100100011110110010101111af3d9a4fc3a83fc09c7d4d12bc.lance","32,88","14/04/2026 11:24:50"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\10010010010110011101100194a311488dbe2b993883da0f21.lance","30,68","14/04/2026 12:19:57"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\1001001001100000101001115dfdcc43b891f5706dd9fb413c.lance","3,17","14/04/2026 11:12:51"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\100100101111011000000110cb671241e09b6b489f4a6fee4e.lance","3,17","14/04/2026 11:10:28"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\100100101111110000110000f1e31f4c059968ca6aa553908e.lance","20,43","14/04/2026 12:10:25"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\100100110101100010010100c3d46c4d969a098df614544760.lance","16,67","14/04/2026 12:18:30"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\100100111110101000010011f8554840378d7898aacb2f0718.lance","41,38","14/04/2026 11:11:41"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\100101000011000111001001b03f26490ea40dbf5cb703c11b.lance","24,93","14/04/2026 11:17:35"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\10010100010001101010001082c4394d3991315a62b92559cb.lance","14,8","14/04/2026 11:26:01"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\10010100100000101000001101ab9344268edf13e5030e4613.lance","5,11","14/04/2026 11:19:45"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\10010100110001100001100106008e4b1c99d63f02fe5ff2ec.lance","85,31","14/04/2026 11:20:40"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\1001010100111110100100010fe3944109855a3e2df9e3c464.lance","5,24","14/04/2026 12:10:17"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\100101010101100101001101b8e37d45fc818e9882e5c1bfc4.lance","3,17","14/04/2026 12:10:24"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\100101100101000111000111ecf4214a258483e16da143b0d9.lance","26,18","14/04/2026 11:14:09"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\1001011001111000100001005be2464711a95c974fe2828ff2.lance","16,74","14/04/2026 12:16:22"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\10010110100101000000100166a7ea4b739cd4f8e627ebbb90.lance","5,11","14/04/2026 12:10:11"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\100101101011110001101000380e9c4a4c8e39cc06769f5c97.lance","18,8","14/04/2026 12:20:06"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\10010110110110111111001001d5c24521962c683b105b2133.lance","5,17","14/04/2026 11:09:53"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\1001011101110101000100112d9b6b4c5b953a2a853a581723.lance","32,75","14/04/2026 11:12:31"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\100101111100101011111011d982a4485c97a6625fd2c26831.lance","20,55","14/04/2026 11:11:36"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\100110001110110111001100dc333f40c087986347c99fbbae.lance","20,43","14/04/2026 11:14:37"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\100110010001011101110100fa7ee5492c8ae728d1b7f88db6.lance","20,55","14/04/2026 12:18:40"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\10011001011111110111001103ac1047a79637e1b2744eef25.lance","10,67","14/04/2026 11:12:50"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\100110011000010001011110a8c6ef401e96436b92b8b08157.lance","5,17","14/04/2026 11:13:03"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\100110011001010010001111f90eda4861820252695dd9e7cb.lance","14,42","14/04/2026 11:21:24"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\100110011001101001010000ce6d9a485dafec63d79799ed49.lance","38,62","14/04/2026 12:08:38"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\1001101000101011010101002e7274432b9b32a60b022047e5.lance","132,88","14/04/2026 12:17:00"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\100110100111011010001010a4d196471e96787a6a639ec369.lance","10,99","14/04/2026 12:15:50"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\1001101010101110001100001ac86d45c084ee723bb59b3892.lance","40,88","14/04/2026 11:22:42"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\100110110010100110000010e218494c92a0a4911451467a0e.lance","12,86","14/04/2026 11:11:58"
"01_neocortex_framework\data\vector_db\neocortex_kgs.lance\data\10011011010010100011110032b3364fdf92b14d93e3e7051b.lance","13,3","14/04/2026 11:09:27"
